name,lastName,uri,imageUri,worthChange,source,industry,gender,country,timestamp,realTimeWorth,realTimeRank,realTimePosition,squareImage
Pyotr Aven,Aven,pyotr-aven,pyotr-aven,9.059,"oil, banking, telecom",Energy,M,Russia,1547575201867,5167.007,323,323,//specials-images.forbesimg.com/imageserve/5a80afeca7ea431690133ba9/416x416.jpg?background=000000&cropX1=0&cropX2=992&cropY1=26&cropY2=1018
Rahel Blocher,Blocher,rahel-blocher,no-pic-female,33.283,chemicals,Manufacturing,F,Switzerland,1547574901333,4168.808,463,463,//specials-images.forbesimg.com/imageserve/5a812bbe4bbe6f2652f54644/416x416.jpg?background=000000&cropX1=16&cropX2=570&cropY1=54&cropY2=608
Charles Dolan,Dolan,charles-dolan,charles-dolan,-26.821,cable television,Media & Entertainment,M,United States,1547575201867,5518.025,298,298,//specials-images.forbesimg.com/imageserve/04bf8bc05f398814c72260b756b2fc5a/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=39&cropY2=783
Laurence Graff,Graff,laurence-graff,laurence-graff,0,diamond jewelry,Fashion & Retail,M,United Kingdom,1547575201867,5600,295,295,//specials-images.forbesimg.com/imageserve/5a815de8a7ea4316901342af/416x416.jpg?background=000000&cropX1=205&cropX2=1196&cropY1=10&cropY2=1001
Liu Yonghao,Liu,liu-yonghao,liu-yonghao,12.684,agribusiness,Service,M,China,1547574901333,4511.094,409,409,//specials-images.forbesimg.com/imageserve/5bcface631358e5b43344b13/416x416.jpg?background=000000&cropX1=1631&cropX2=4232&cropY1=191&cropY2=2789
Chairul Tanjung,Tanjung,chairul-tanjung,chairul-tanjung,-0.939,diversified,Diversified,M,Indonesia,1547574901333,3594.028,582,582,//specials-images.forbesimg.com/imageserve/5c083d644bbe6f0f2aa15efd/416x416.jpg?background=000000&cropX1=686&cropX2=3229&cropY1=0&cropY2=2544
Zhao Tao,Zhao,zhao-tao,zhao-tao,13.187,pharmaceuticals,Healthcare,M,Singapore,1547574901334,1464.067,1505,1505,//specials-images.forbesimg.com/imageserve/5a80f59c4bbe6f2652f543c3/416x416.jpg?background=000000&cropX1=315&cropX2=2923&cropY1=563&cropY2=3172
Alexander Abramov,Abramov,alexander-abramov,alexander-abramov,-27.94,"steel, mining",Metals & Mining,M,Russia,1547575201867,5627.867,293,293,//specials-images.forbesimg.com/imageserve/5a808807a7ea43169013395c/416x416.jpg?background=000000&cropX1=491&cropX2=1657&cropY1=61&cropY2=1226
Clive Calder,Calder,clive-calder,clive-calder,0,record label,Media & Entertainment,M,United Kingdom,1547574901333,4700,388,388,//specials-images.forbesimg.com/imageserve/a7b7be54be6e804267f2130bed323d27/416x416.jpg?background=000000&cropX1=68&cropX2=600&cropY1=82&cropY2=614
Andrei Guriev,Guriev,andrei-guriev,andrei-guriev,15.931,fertilizers,Manufacturing,M,Russia,1547574901333,4244.662,449,449,//specials-images.forbesimg.com/imageserve/8f717dbb5da19b397ed4670d344be3dc/416x416.jpg?background=000000&cropX1=19&cropX2=744&cropY1=6&cropY2=731
Arthur Irving,Irving,arthur-irving,arthur-irving,0,oil,Energy,M,Canada,1547574901333,3524.082,597,597,//specials-images.forbesimg.com/imageserve/5a7ba14f31358e4955ace08e/416x416.jpg?background=000000&cropX1=2&cropX2=542&cropY1=70&cropY2=610
Bidzina Ivanishvili,Ivanishvili,bidzina-ivanishvili,bidzina-ivanishvili,0,investments,Finance and Investments,M,Georgia,1547574901333,4612,396,396,//specials-images.forbesimg.com/imageserve/5a7e0381a7ea431690131cd4/416x416.jpg?background=000000&cropX1=5&cropX2=1277&cropY1=33&cropY2=1305
Micky Jagtiani,Jagtiani,micky-jagtiani,micky-jagtiani,-0.143,retail,Fashion & Retail,M,India,1547575201867,4942.881,356,356,//specials-images.forbesimg.com/imageserve/5bad45c5a7ea4342a948e0c6/416x416.jpg?background=000000&cropX1=16&cropX2=162&cropY1=8&cropY2=154
Karl-Heinz Kipp,Kipp,karl-heinz-kipp,no-pic,,retail,Fashion & Retail,M,Germany,1518125650888,,,,
Magdalena Martullo-Blocher,Martullo-Blocher,magdalena-martullo-blocher,magdalena-martullo-blocher,33.282,chemicals,Manufacturing,F,Switzerland,1547574901333,4168.562,464,464,//specials-images.forbesimg.com/imageserve/5a8127ec31358e4955ad3131/416x416.jpg?background=000000&cropX1=33&cropX2=1496&cropY1=51&cropY2=1513
Michael Platt,Platt,michael-platt,michael-platt,0,hedge funds,Finance and Investments,M,United Kingdom,1547575201867,6500,233,233,//specials-images.forbesimg.com/imageserve/5ac95aec31358e4112b72073/416x416.jpg?background=000000&cropX1=347&cropX2=962&cropY1=32&cropY2=647
Sergei Popov,Popov,sergei-popov,sergei-popov,0.053,banking,Finance and Investments,M,Russia,1547574901333,4501.786,413,413,//specials-images.forbesimg.com/imageserve/58a398fda7ea431f32198651/416x416.jpg?background=000000&cropX1=0&cropX2=639&cropY1=2&cropY2=642
Mitchell Rales,Rales,mitchell-rales,mitchell-rales,17.02,"manufacturing, investments",Manufacturing,M,United States,1547574901333,3439.72,618,618,//specials-images.forbesimg.com/imageserve/5ba54bf931358e5690cdb556/416x416.jpg?background=000000&cropX1=0&cropX2=791&cropY1=52&cropY2=844
Leandro Rizzuto,Rizzuto,leandro-rizzuto,no-pic,,consumer products,Manufacturing,M,United States,1519935129873,,,,//specials-images.forbesimg.com/imageserve/5a942d89a7ea434a0c27459a/416x416.jpg?background=000000&cropX1=780&cropX2=2108&cropY1=83&cropY2=1410
John Sall,Sall,john-sall,john-sall,0,software,Technology,M,United States,1547574901333,4135.705,471,471,//specials-images.forbesimg.com/imageserve/1b5f05362e07e6167bd725cc03bc8494/416x416.jpg?background=000000&cropX1=0&cropX2=1050&cropY1=135&cropY2=1186
Mark Scheinberg,Scheinberg,mark-scheinberg,mark-scheinberg,0,online gambling,Gambling & Casinos,M,Canada,1547574901333,4758,382,382,//specials-images.forbesimg.com/imageserve/722e3047dfe2159900cf97ce4b7468d8/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=21&cropY2=765
Andreas von Bechtolsheim,von Bechtolsheim,andreas-von-bechtolsheim,andreas-von-bechtolsheim,143.594,Google,Technology,M,Germany,1547575201867,6222.027,247,247,//specials-images.forbesimg.com/imageserve/56c9c892e4b062f6b59a2ba8/416x416.jpg?background=000000&cropX1=26&cropX2=744&cropY1=90&cropY2=809
Kelcy Warren,Warren,kelcy-warren,kelcy-warren,13.975,pipelines,Energy,M,United States,1547574901333,4306.125,436,436,//specials-images.forbesimg.com/imageserve/5ba51a3fa7ea434e4c6959bf/416x416.jpg?background=000000&cropX1=620&cropX2=2812&cropY1=516&cropY2=2706
Wu Yajun,Wu,wu-yajun,wu-yajun,99.81,real estate,Real Estate,F,China,1547575201867,9024.049,150,150,//specials-images.forbesimg.com/imageserve/59e8b2be4bbe6f37dda0c173/416x416.jpg?background=000000&cropX1=600&cropX2=3651&cropY1=485&cropY2=3538
M.A. Yusuff Ali,Yusuff Ali,ma-yusuff-ali,ma-yusuff-ali,0,retail,Fashion & Retail,M,India,1547575201867,5109.411,331,331,//specials-images.forbesimg.com/imageserve/5bad444c4bbe6f1f844e9b21/416x416.jpg?background=000000&cropX1=452&cropX2=1779&cropY1=204&cropY2=1530
Americo Amorim,Amorim,americo-amorim,americo-amorim,,"energy, investments",Diversified,M,Portugal,1518125665814,,,,
Dona Bertarelli,Bertarelli,dona-bertarelli,dona-bertarelli,-1.355,biotech,Diversified,F,Switzerland,1547574901333,4419.429,422,422,//specials-images.forbesimg.com/imageserve/c1dbd4fa31b702a401ff195c647b54e4/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=73&cropY2=817
Subhash Chandra,Chandra,subhash-chandra,subhash-chandra,30.251,media,Media & Entertainment,M,India,1547574901333,3973.103,508,508,//specials-images.forbesimg.com/imageserve/59d3d6ce31358e542c0344be/416x416.jpg?background=000000&cropX1=1886&cropX2=4500&cropY1=9&cropY2=2624
Frits Goldschmeding,Goldschmeding,frits-goldschmeding,frits-goldschmeding,11.508,temp agency,Service,M,Netherlands,1547574901333,3975.103,507,507,//specials-images.forbesimg.com/imageserve/58a37faca7ea431f32198552/416x416.jpg?background=000000&cropX1=132&cropX2=461&cropY1=182&cropY2=511
Michael Herz,Herz,michael-herz,michael-herz,-7.072,coffee,Fashion & Retail,M,Germany,1547574901333,4521.364,407,407,//specials-images.forbesimg.com/imageserve/639efe5158324638ac90ee5b98fc76f0/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=100&cropY2=843
Wolfgang Herz,Herz,wolfgang-herz,no-pic,-7.072,coffee,Fashion & Retail,M,Germany,1547574901333,4521.364,407,408,//specials-images.forbesimg.com/imageserve/5a7e5fd54bbe6f2652f52a24/416x416.jpg?background=000000&cropX1=0&cropX2=2624&cropY1=256&cropY2=2881
Richard Li,Li,richard-li,richard-li,-5.28,telecom,Telecom,M,Hong Kong,1547574901333,4396.108,428,428,//specials-images.forbesimg.com/imageserve/5a57a469a7ea431690109d2b/416x416.jpg?background=000000&cropX1=1549&cropX2=3240&cropY1=977&cropY2=2667
Akira Mori,Mori,akira-mori,akira-mori,0,real estate,Real Estate,M,Japan,1547575201867,5731.152,287,287,//specials-images.forbesimg.com/imageserve/5ac24f4aa7ea432fbc1dc831/416x416.jpg?background=000000&cropX1=731&cropX2=3394&cropY1=6&cropY2=2667
Axel Oberwelland,Oberwelland,axel-oberwelland,no-pic,0,candy,Food and Beverage,M,Germany,1547574901333,3653.765,564,564,
Anthony Pratt,Pratt,anthony-pratt,anthony-pratt,0,manufacturing,Manufacturing,M,Australia,1547575201867,6745.587,216,216,//specials-images.forbesimg.com/imageserve/59f740c331358e542c046b95/416x416.jpg?background=000000&cropX1=69&cropX2=930&cropY1=93&cropY2=954
Karen Pritzker,Pritzker,karen-pritzker,karen-pritzker,12.503,"hotels, investments",Service,F,United States,1547574901333,4739.751,385,385,//specials-images.forbesimg.com/imageserve/83fbe5433dfa59f56151a75692d7107d/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=24&cropY2=768
Paolo & Gianfelice Mario Rocca,Rocca,paolo-gianfelice-mario-rocca,paolo-gianfelice-mario-rocca,2.173,pipe manufacturing,Metals & Mining,M,Italy,1547574901333,4154.493,466,466,//specials-images.forbesimg.com/imageserve/589faa1f31358e1a35ab2c22/416x416.jpg?background=000000&cropX1=130&cropX2=713&cropY1=0&cropY2=583
Reinhold Schmieding,Schmieding,reinhold-schmieding,reinhold-schmieding,0,medical devices,Healthcare,M,United States,1547575201867,4890.538,363,363,//specials-images.forbesimg.com/imageserve/ba18b6f38b0a9ad48193fbb68d7e2af2/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=174&cropY2=918
Sheldon Solow,Solow,sheldon-solow,sheldon-solow,0,real estate,Real Estate,M,United States,1547575201867,5163.85,324,324,//specials-images.forbesimg.com/imageserve/5ba5121431358e5690cdaab4/416x416.jpg?background=000000&cropX1=18&cropX2=875&cropY1=105&cropY2=962
Ronda Stryker,Stryker,ronda-stryker,ronda-stryker,67.151,medical equipment,Healthcare,F,United States,1547575201867,5354.107,312,312,//specials-images.forbesimg.com/imageserve/55fa1ca9e4b0ffa7afe4ad5a/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=81&cropY2=825
Tong Jinquan,Tong,tong-jinquan,no-pic,0,real estate,Real Estate,M,China,1547574901333,2339.494,966,966,
Wang Wenxue,Wang,wang-wenxue,wang-wenxue,47.636,real estate,Real Estate,M,China,1547574901333,3778.936,531,531,//specials-images.forbesimg.com/imageserve/57fcec2e4bbe6f19f2b4eed9/416x416.jpg?background=000000&cropX1=37&cropX2=692&cropY1=192&cropY2=848
Jeffery Hildebrand,Hildebrand,jeffery-hildebrand,jeffery-hildebrand,0,oil,Energy,M,United States,1547574901333,2461.811,907,907,//specials-images.forbesimg.com/imageserve/55fa0488e4b0ffa7afe4ac49/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=63&cropY2=807
"Jeremy Jacobs, Sr.",Jacobs,jeremy-jacobs-sr,jeremy-jacobs-sr,0,concessions,Service,M,United States,1547574901333,3622.531,571,571,//specials-images.forbesimg.com/imageserve/5ba53373a7ea434e4c695dcd/416x416.jpg?background=000000&cropX1=1600&cropX2=4466&cropY1=592&cropY2=3456
Kim Jung-Ju,Kim,kim-jung-ju,kim-jung-ju,-86.701,online games,Technology,M,South Korea,1547575201867,5992.708,258,258,//specials-images.forbesimg.com/imageserve/58beb44031358e1a35ac9234/416x416.jpg?background=000000&cropX1=5&cropX2=744&cropY1=5&cropY2=745
Andrei Kozitsyn,Kozitsyn,andrei-kozitsyn,andrei-kozitsyn,0,metals,Metals & Mining,M,Russia,1547575201867,4923.541,360,360,//specials-images.forbesimg.com/imageserve/5a809253a7ea4316901339e3/416x416.jpg?background=000000&cropX1=1438&cropX2=5042&cropY1=16&cropY2=3617
Nancy Walton Laurie,Laurie,nancy-walton-laurie,nancy-walton-laurie,51.502,Wal-Mart,Fashion & Retail,F,United States,1547575201867,5682.89,291,291,//specials-images.forbesimg.com/imageserve/55fa16f3e4b0ffa7afe4ad04/416x416.jpg?background=000000&cropX1=124&cropX2=617&cropY1=81&cropY2=574
Gwendolyn Sontheim Meyer,Meyer,gwendolyn-sontheim-meyer,no-pic-female,0,Cargill,Food and Beverage,F,United States,1547574901333,4469.548,417,417,
Elisabeth Mohn,Mohn,elisabeth-mohn,elisabeth-mohn,0,publishing,Media & Entertainment,F,Germany,1547574901333,3536.979,595,595,//specials-images.forbesimg.com/imageserve/5a7e1011a7ea431690131f77/416x416.jpg?background=000000&cropX1=1434&cropX2=4626&cropY1=7&cropY2=3196
Jeffrey Skoll,Skoll,jeff-skoll,jeff-skoll,48.84,eBay,Technology,M,United States,1547574901333,4480.11,416,416,//specials-images.forbesimg.com/imageserve/5ba51e2e31358e5690cdacff/416x416.jpg?background=000000&cropX1=656&cropX2=2563&cropY1=34&cropY2=1942
Frederick Smith,Smith,fred-smith-1,no-pic,-6.448,FedEx,Logistics,M,United States,1547574901333,3903.784,516,516,//specials-images.forbesimg.com/imageserve/5ba50eeca7ea434e4c695827/416x416.jpg?background=000000&cropX1=146&cropX2=2075&cropY1=17&cropY2=1947
Sun Piaoyang,Sun,sun-piaoyang,sun-piaoyang,275.915,pharmaceuticals,Healthcare,M,China,1547575201867,7781.054,180,180,//specials-images.forbesimg.com/imageserve/5bcf9178a7ea43705914d65b/416x416.jpg?background=000000&cropX1=724&cropX2=3557&cropY1=0&cropY2=2832
Martin Viessmann,Viessmann,martin-viessmann,martin-viessmann,0,heating equipment,Manufacturing,M,Germany,1547575201867,5344.037,313,313,//specials-images.forbesimg.com/imageserve/5a7e2d9d4bbe6f2652f5276a/416x416.jpg?background=000000&cropX1=718&cropX2=3985&cropY1=0&cropY2=3266
Yeung Kin-man,Yeung,yeung-kin-man,yeung-kin-man,0,electronics,Manufacturing,M,Hong Kong,1547574901333,2376.572,934,934,//specials-images.forbesimg.com/imageserve/56fc2c24e4b009bee2227b07/416x416.jpg?background=000000&cropX1=16&cropX2=733&cropY1=24&cropY2=741
Jeronimo Arango,Arango,jeronimo-arango,no-pic,2.101,retail,Fashion & Retail,M,Mexico,1547574901333,4443.525,420,420,
David Cheriton,Cheriton,david-cheriton,david-cheriton,160.447,Google,Technology,M,Canada,1547575201867,5791.882,280,280,//specials-images.forbesimg.com/imageserve/5a676a6331358e4955ab6cf1/416x416.jpg?background=000000&cropX1=67&cropX2=347&cropY1=0&cropY2=280
James Dyson,Dyson,james-dyson,james-dyson,0,vacuums,Manufacturing,M,United Kingdom,1547575201867,5275.352,314,314,//specials-images.forbesimg.com/imageserve/5a96d079a7ea434a0c2787fb/416x416.jpg?background=000000&cropX1=1051&cropX2=2694&cropY1=844&cropY2=2488
Pansy Ho,Ho,pansy-ho,pansy-ho,33.098,casinos,Gambling & Casinos,F,Hong Kong,1547574901333,4230.169,452,452,//specials-images.forbesimg.com/imageserve/5a7e73f131358e4955ad1472/416x416.jpg?background=000000&cropX1=185&cropX2=1587&cropY1=304&cropY2=1707
Martha Ingram,Ingram,martha-ingram,martha-ingram,0,"book distribution, transportation",Media & Entertainment,F,United States,1547575201867,4901.413,362,362,//specials-images.forbesimg.com/imageserve/5ba50d1fa7ea434e4c6957dc/416x416.jpg?background=000000&cropX1=15&cropX2=1515&cropY1=5&cropY2=1507
Michel Leclercq,Leclercq,michel-leclercq,no-pic,0,sporting goods,Fashion & Retail,M,France,1547574901333,4753.398,384,384,
Theo Mueller,Mueller,theo-mueller,theo-mueller,0,dairy,Food and Beverage,M,Germany,1547574901333,4230.353,451,451,//specials-images.forbesimg.com/imageserve/56c9c404e4b062f6b59a2a66/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=2&cropY2=743
Michael Pieper,Pieper,michael-pieper,michael-pieper,17.657,kitchen appliances,Manufacturing,M,Switzerland,1547574901333,3095.513,697,697,//specials-images.forbesimg.com/imageserve/82baa7f5ff8103ce920683e17948b55c/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=18&cropY2=762
Vichai Srivaddhanaprabha,Srivaddhanaprabha,vichai-srivaddhanaprabha,vichai-srivaddhanaprabha,,duty-free,Fashion & Retail,M,Thailand,1518125695403,,,,//specials-images.forbesimg.com/imageserve/5ad8dbcc4bbe6f2310f30bbc/416x416.jpg?background=000000&cropX1=983&cropX2=3887&cropY1=388&cropY2=3289
Leonard Stern,Stern,leonard-stern,leonard-stern,0,real estate,Real Estate,M,United States,1547575201867,4843,366,366,//specials-images.forbesimg.com/imageserve/5ba51c13a7ea434e4c695a28/416x416.jpg?background=000000&cropX1=192&cropX2=1728&cropY1=164&cropY2=1700
Keiichiro Takahara,Takahara,keiichiro-takahara,keiichiro-takahara,,diapers,Manufacturing,M,Japan,1518125688011,,,,//specials-images.forbesimg.com/imageserve/551acc08e4b0ffa93fd266d4/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=100&cropY2=844
Wang Chuanfu,Wang,wang-chuanfu,wang-chuanfu,0,"batteries, automobiles",Automotive,M,China,1547574901333,4286.053,442,442,//specials-images.forbesimg.com/imageserve/5bcfa1b0a7ea43705914d812/416x416.jpg?background=000000&cropX1=793&cropX2=3695&cropY1=0&cropY2=2902
Samuel Yin,Yin,samuel-yin,samuel-yin,3.919,diversified,Diversified,M,Taiwan,1547574901333,2620.023,844,844,//specials-images.forbesimg.com/imageserve/5be5839531358e5b433603fd/416x416.jpg?background=000000&cropX1=10&cropX2=2458&cropY1=15&cropY2=2465
Abdulla Al Futtaim,Al Futtaim,abdulla-al-futtaim,abdulla-al-futtaim,1.507,"auto dealers, investments",Automotive,M,United Arab Emirates,1547574901333,3213.428,671,671,//specials-images.forbesimg.com/imageserve/5a814fe9a7ea431690134265/416x416.jpg?background=000000&cropX1=0&cropX2=1832&cropY1=7&cropY2=1840
Suhail Bahwan,Bahwan,suhail-bahwan,no-pic,0,diversified,Diversified,M,Oman,1547574901333,3263.835,661,661,//specials-images.forbesimg.com/imageserve/58accd954bbe6f0e55873ffd/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=39&cropY2=783
Lam Wai Ying,Lam,wai-ying-lam,no-pic-female,0,smartphone screens,Manufacturing,F,Hong Kong,1547574901333,2292.944,986,986,
Angela Leong,Leong,angela-leong,angela-leong,7.666,casinos,Gambling & Casinos,F,Hong Kong,1547574901333,3633.139,567,567,//specials-images.forbesimg.com/imageserve/5a57a51b31358e4955aa8005/416x416.jpg?background=000000&cropX1=136&cropX2=1300&cropY1=7&cropY2=1172
Fredrik Lundberg,Lundberg,fredrik-lundberg,fredrik-lundberg,30.557,"real estate, investments",Real Estate,M,Sweden,1547574901333,3937.712,512,512,//specials-images.forbesimg.com/imageserve/5a811cf14bbe6f2652f545bd/416x416.jpg?background=000000&cropX1=200&cropX2=1698&cropY1=0&cropY2=1500
Ma Jianrong,Ma,ma-jianrong,ma-jianrong,112.795,"textiles, apparel",Fashion & Retail,M,China,1547575201867,7327.68,190,190,//specials-images.forbesimg.com/imageserve/a29c1d54f1f5f3072870b551d2745704/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=37&cropY2=778
Gabe Newell,Newell,gabe-newell,gabe-newell,0,videogames,Gambling & Casinos,M,United States,1547574901333,3850,521,521,//specials-images.forbesimg.com/imageserve/5babc3d5a7ea4342a948b9cf/416x416.jpg?background=000000&cropX1=318&cropX2=2933&cropY1=442&cropY2=3054
Terrence Pegula,Pegula,terrence-pegula,terrence-pegula,0,natural gas,Energy,M,United States,1547574901333,4483.6,415,415,//specials-images.forbesimg.com/imageserve/5ba5246131358e5690cdae96/416x416.jpg?background=000000&cropX1=155&cropX2=2384&cropY1=461&cropY2=2690
Ira Rennert,Rennert,ira-rennert,ira-rennert,0,investments,Finance and Investments,M,United States,1547574901333,3811,527,527,//specials-images.forbesimg.com/imageserve/57e06ef631358e16c589b9fd/416x416.jpg?background=000000&cropX1=79&cropX2=744&cropY1=44&cropY2=710
J. Christopher Reyes,Reyes,j-christopher-reyes,j-christopher-reyes,0,food distribution,Food and Beverage,M,United States,1547575201867,4875,364,364,//specials-images.forbesimg.com/imageserve/033ba8ea1f4e0697e1ca957753400dc9/416x416.jpg?background=000000&cropX1=35&cropX2=698&cropY1=3&cropY2=667
Jude Reyes,Reyes,jude-reyes,no-pic,0,food distribution,Food and Beverage,M,United States,1547575201867,4875,364,365,
Kushal Pal Singh,Singh,kushal-pal-singh,kushal-pal-singh,78.359,real estate,Real Estate,M,India,1547575201867,5108.117,332,332,//specials-images.forbesimg.com/imageserve/56ca6a42e4b062f6b59a3447/416x416.jpg?background=000000&cropX1=8&cropX2=744&cropY1=232&cropY2=968
Xu Bo,Xu,xu-bo,no-pic,0,mobile games,Media & Entertainment,M,China,1547574901334,1120.598,1874,1874,//specials-images.forbesimg.com/imageserve/59fb37f24bbe6f37dda19944/416x416.jpg?background=000000&cropX1=119&cropX2=741&cropY1=79&cropY2=701
Zhang Jindong,Zhang,zhang-jindong,zhang-jindong,49.251,appliance retailer,Fashion & Retail,M,China,1547575201867,6108.767,252,252,//specials-images.forbesimg.com/imageserve/5bcf970d4bbe6f78bda59dcc/416x416.jpg?background=000000&cropX1=413&cropX2=2389&cropY1=0&cropY2=1978
Robert Bass,Bass,robert-bass,robert-bass,-0.398,"oil, investments",Energy,M,United States,1547575201867,4930.725,359,359,//specials-images.forbesimg.com/imageserve/eb763e0ce54b28d44f850ffb6cfba5f2/416x416.jpg?background=000000&cropX1=0&cropX2=672&cropY1=3&cropY2=675
Marc Benioff,Benioff,marc-benioff,marc-benioff,118.005,business software,Technology,M,United States,1547575201867,6381.277,237,237,//specials-images.forbesimg.com/imageserve/5ba4d60331358e5690cda492/416x416.jpg?background=000000&cropX1=223&cropX2=2520&cropY1=371&cropY2=2667
Jean-Michel Besnier,Besnier,jean-michel-besnier,jean-michel-besnier,6.026,cheese,Food and Beverage,M,France,1547575201867,5136.694,328,328,//specials-images.forbesimg.com/imageserve/5a953ea1a7ea434a0c275f32/416x416.jpg?background=000000&cropX1=756&cropX2=2664&cropY1=0&cropY2=1906
Marie Besnier Beauvalot,Besnier Beauvalot,marie-besnier-beauvalot,no-pic-female,6.026,cheese,Food and Beverage,F,France,1547575201867,5136.694,328,329,
John Gandel,Gandel,john-gandel,john-gandel,9.839,shopping malls,Real Estate,M,Australia,1547574901333,4049.466,493,493,//specials-images.forbesimg.com/imageserve/5a7a57e0a7ea43169012d964/416x416.jpg?background=000000&cropX1=264&cropX2=2195&cropY1=135&cropY2=2067
Bertil Hult,Hult,bertil-hult,bertil-hult,0,education,Service,M,Sweden,1547574901333,4500,414,414,//specials-images.forbesimg.com/imageserve/58a2844531358e1a35ab53ff/416x416.jpg?background=000000&cropX1=208&cropX2=688&cropY1=81&cropY2=561
James Jannard,Jannard,james-jannard,james-jannard,0,sunglasses,Fashion & Retail,M,United States,1547574901333,2942.169,747,747,//specials-images.forbesimg.com/imageserve/5ba56805a7ea434e4c69648a/416x416.jpg?background=000000&cropX1=171&cropX2=1902&cropY1=9&cropY2=1740
Jason Jiang,Jiang,jason-jiang,jason-jiang,70.97,advertising,Media & Entertainment,M,China,1547574901333,3340.179,638,638,//specials-images.forbesimg.com/imageserve/5bcf9f71a7ea43705914d7c1/416x416.jpg?background=000000&cropX1=850&cropX2=3508&cropY1=396&cropY2=3056
Patrick Lee,Lee,patrick-lee,patrick-lee,-12.715,paper,Manufacturing,M,Hong Kong,1547574901333,4083.94,484,484,//specials-images.forbesimg.com/imageserve/e24f0d9158264ab6398b101f3749b091/416x416.jpg?background=000000&cropX1=66&cropX2=744&cropY1=76&cropY2=754
Bernard Marcus,Marcus,bernard-marcus,bernard-marcus,-34.25,Home Depot,Fashion & Retail,M,United States,1547575201867,5012.5,349,349,//specials-images.forbesimg.com/imageserve/5601ba9de4b0ffa7afe4f3e1/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=29&cropY2=772
Alain Merieux,Merieux,alain-merieux,alain-merieux,27.588,pharmaceuticals,Healthcare,M,France,1547575201867,4836.052,367,367,//specials-images.forbesimg.com/imageserve/5a7de45ba7ea431690131a9d/416x416.jpg?background=000000&cropX1=12&cropX2=2742&cropY1=23&cropY2=2755
John Morris,Morris,john-morris,john-morris,0,sporting goods retail,Fashion & Retail,M,United States,1547575201867,4959.983,354,354,//specials-images.forbesimg.com/imageserve/5ba5917e4bbe6f79516f6713/416x416.jpg?background=000000&cropX1=0&cropX2=3776&cropY1=1181&cropY2=4960
Bobby Murphy,Murphy,bobby-murphy,bobby-murphy,43.605,Snapchat,Technology,M,United States,1547574901334,1572.345,1414,1414,//specials-images.forbesimg.com/imageserve/5ba661164bbe6f79516f6ae7/416x416.jpg?background=000000&cropX1=267&cropX2=894&cropY1=458&cropY2=1085
Isaac Perlmutter,Perlmutter,isaac-perlmutter,isaac-perlmutter,-11.707,Marvel comics,Media & Entertainment,M,United States,1547574901333,4369.382,430,430,//specials-images.forbesimg.com/imageserve/58d533e431358e1a35ad984c/416x416.jpg?background=000000&cropX1=508&cropX2=1473&cropY1=61&cropY2=1025
"H. Ross Perot, Sr.",Perot,h-ross-perot-sr,h-ross-perot-sr,0,"computer services, real estate",Diversified,M,United States,1547574901333,4099.937,476,476,//specials-images.forbesimg.com/imageserve/03c7983498df0671293104187649f1c0/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=48&cropY2=792
Stewart and Lynda Resnick,Resnick,stewart-and-lynda-resnick,stewart-and-lynda-resnick,0,"agriculture, water",Food and Beverage,,United States,1547575201867,5574.17,297,297,//specials-images.forbesimg.com/imageserve/5ba2791aa7ea434e4c691d13/416x416.jpg?background=000000&cropX1=129&cropX2=1320&cropY1=66&cropY2=1257
"Robert Rich, Jr.",Rich,robert-rich-jr,robert-rich-jr,0,frozen foods,Food and Beverage,M,United States,1547574901333,4790.11,377,377,//specials-images.forbesimg.com/imageserve/30280b1006a2e237496205f17ab820a9/416x416.jpg?background=000000&cropX1=24&cropX2=704&cropY1=42&cropY2=722
Evan Spiegel,Spiegel,evan-spiegel,evan-spiegel,44.036,Snapchat,Technology,M,United States,1547574901334,1583.131,1409,1409,//specials-images.forbesimg.com/imageserve/59162afb31358e03e5590bd9/416x416.jpg?background=000000&cropX1=899&cropX2=4646&cropY1=0&cropY2=3744
Russ Weiner,Weiner,russ-weiner,russ-weiner,0,energy drinks,Food and Beverage,M,United States,1547574901333,4536,404,404,//specials-images.forbesimg.com/imageserve/5babba8d4bbe6f4de007ac57/416x416.jpg?background=000000&cropX1=64&cropX2=2143&cropY1=30&cropY2=2109
"Austen Cargill, II.",Cargill,austen-cargill-ii,no-pic,0,Cargill,Food and Beverage,M,United States,1547574901333,4093.109,477,477,
